KODE KELURAHAN,WILAYAH KOTA,KECAMATAN,KELURAHAN,SASARAN,BELUM VAKSIN,DOSIS 1,DOSIS 2,TOTAL VAKSIN,TANGGAL
3175091004,JAKARTA TIMUR,CIRACAS,SUSUKAN,28884,21336,7548,4510,12058,2021-06-20
3173031001,JAKARTA BARAT,TAMAN SARI,TAMAN SARI,12915,9093,3822,2370,6192,2021-06-20
3173041001,JAKARTA BARAT,TAMBORA,TAMBORA,9087,6690,2397,1504,3901,2021-06-20
3173041004,JAKARTA BARAT,TAMBORA,TANAH SEREAL,23141,15955,7186,3815,11001,2021-06-20
3171081004,JAKARTA PUSAT,JOHAR BARU,TANAH TINGGI,32931,23589,9342,4188,13530,2021-06-20
3173031004,JAKARTA BARAT,TAMAN SARI,TANGKI,11593,8028,3565,1898,5463,2021-06-20
3174091005,JAKARTA SELATAN,JAGAKARSA,TANJUNG BARAT,34530,25970,8560,5545,14105,2021-06-20
3173021005,JAKARTA BARAT,GROGOL PETAMBURAN,TANJUNG DUREN SELATAN,22469,14217,8252,4371,12623,2021-06-20
3173021002,JAKARTA BARAT,GROGOL PETAMBURAN,TANJUNG DUREN UTARA,15224,9645,5579,3461,9040,2021-06-20
3172021001,JAKARTA UTARA,TANJUNG PRIOK,TANJUNG PRIOK,29913,20342,9571,3794,13365,2021-06-20
3174011002,JAKARTA SELATAN,TEBET,TEBET BARAT,18916,12669,6247,4090,10337,2021-06-20
3174011001,JAKARTA SELATAN,TEBET,TEBET TIMUR,16031,10184,5847,3647,9494,2021-06-20
3173061003,JAKARTA BARAT,KALI DERES,TEGAL ALUR,71923,57238,14685,6727,21412,2021-06-20
3174031004,JAKARTA SELATAN,MAMPANG PRAPATAN,TEGAL PARANG,28143,22663,5480,3252,8732,2021-06-20
3173021003,JAKARTA BARAT,GROGOL PETAMBURAN,TOMANG,25531,16833,8698,4895,13593,2021-06-20
3172031005,JAKARTA UTARA,KOJA,TUGU SELATAN,33663,26386,7277,3738,11015,2021-06-20
3172031002,JAKARTA UTARA,KOJA,TUGU UTARA,58638,46824,11814,6628,18442,2021-06-20
3175061006,JAKARTA TIMUR,CAKUNG,UJUNG MENTENG,25702,18439,7263,3890,11153,2021-06-20
3174101005,JAKARTA SELATAN,PESANGGRAHAN,ULUJAMI,35077,26722,8355,4849,13204,2021-06-20
3175011006,JAKARTA TIMUR,MATRAMAN,UTAN KAYU SELATAN,29303,20916,8387,4944,13331,2021-06-20
3175011002,JAKARTA TIMUR,MATRAMAN,UTAN KAYU UTARA,24728,17881,6847,3726,10573,2021-06-20
3171031008,JAKARTA PUSAT,KEMAYORAN,UTAN PANJANG,25622,20143,5479,2756,8235,2021-06-20
3172021007,JAKARTA UTARA,TANJUNG PRIOK,WARAKAS,38194,28958,9236,5120,14356,2021-06-20
3173021007,JAKARTA BARAT,GROGOL PETAMBURAN,WIJAYA KUSUMA,34170,24574,9596,4781,14377,2021-06-20
3172051003,JAKARTA UTARA,PADEMANGAN,ANCOL,20393,14406,5987,3260,9247,2021-06-21
3173041007,JAKARTA BARAT,TAMBORA,ANGKE,25785,18930,6855,3175,10030,2021-06-21
3175041005,JAKARTA TIMUR,KRAMAT JATI,BALE KAMBANG,25158,20621,4537,2580,7117,2021-06-21
3175031003,JAKARTA TIMUR,JATINEGARA,BALI MESTER,8683,6351,2332,1496,3828,2021-06-21
3175101006,JAKARTA TIMUR,CIPAYUNG,BAMBU APUS,22768,17044,5724,3935,9659,2021-06-21
3174031002,JAKARTA SELATAN,MAMPANG PRAPATAN,BANGKA,18930,13969,4961,2663,7624,2021-06-21
3175051002,JAKARTA TIMUR,PASAR REBO,BARU,20267,12905,7362,4626,11988,2021-06-21
3175041004,JAKARTA TIMUR,KRAMAT JATI,BATU AMPAR,41389,32899,8490,5133,13623,2021-06-21
3171071002,JAKARTA PUSAT,TANAH ABANG,BENDUNGAN HILIR,19008,13019,5989,3517,9506,2021-06-21
3175031002,JAKARTA TIMUR,JATINEGARA,BIDARA CINA,32331,25263,7068,3980,11048,2021-06-21
3174101002,JAKARTA SELATAN,PESANGGRAHAN,BINTARO,45843,34341,11502,6988,18490,2021-06-21
3174011005,JAKARTA SELATAN,TEBET,BUKIT DURI,29934,22924,7010,3898,10908,2021-06-21
3171041006,JAKARTA PUSAT,SENEN,BUNGUR,15932,11317,4615,2695,7310,2021-06-21
3175061007,JAKARTA TIMUR,CAKUNG,CAKUNG BARAT,49369,38291,11078,3948,15026,2021-06-21
3175061004,JAKARTA TIMUR,CAKUNG,CAKUNG TIMUR,50344,37520,12824,6274,19098,2021-06-21
3175041007,JAKARTA TIMUR,KRAMAT JATI,CAWANG,28708,21950,6758,4213,10971,2021-06-21
3175101008,JAKARTA TIMUR,CIPAYUNG,CEGER,16381,11927,4454,2526,6980,2021-06-21
3171031006,JAKARTA PUSAT,KEMAYORAN,CEMPAKA BARU,27330,20441,6889,3948,10837,2021-06-21
3171051002,JAKARTA PUSAT,CEMPAKA PUTIH,CEMPAKA PUTIH BARAT,30479,22663,7816,4909,12725,2021-06-21
3171051001,JAKARTA PUSAT,CEMPAKA PUTIH,CEMPAKA PUTIH TIMUR,21553,14850,6703,4378,11081,2021-06-21
3173011001,JAKARTA BARAT,CENGKARENG,CENGKARENG BARAT,57678,38904,18774,8136,26910,2021-06-21
3173011006,JAKARTA BARAT,CENGKARENG,CENGKARENG TIMUR,70122,52264,17858,8415,26273,2021-06-21
3175091002,JAKARTA TIMUR,CIRACAS,CIBUBUR,56927,42066,14861,9305,24166,2021-06-21
3171011002,JAKARTA PUSAT,GAMBIR,CIDENG,14203,9173,5030,3134,8164,2021-06-21
3174091003,JAKARTA SELATAN,JAGAKARSA,CIGANJUR,33127,24508,8619,5104,13723,2021-06-21
3175051003,JAKARTA TIMUR,PASAR REBO,CIJANTUNG,36027,26239,9788,6071,15859,2021-06-21
3171061003,JAKARTA PUSAT,MENTENG,CIKINI,7402,5305,2097,1355,3452,2021-06-21
3174081006,JAKARTA SELATAN,PANCORAN,CIKOKO,9280,6528,2752,1708,4460,2021-06-21
3174061001,JAKARTA SELATAN,CILANDAK,CILANDAK BARAT,45348,31565,13783,7768,21551,2021-06-21
3174041003,JAKARTA SELATAN,PASAR MINGGU,CILANDAK TIMUR,21207,14288,6919,4729,11648,2021-06-21
3175101002,JAKARTA TIMUR,CIPAYUNG,CILANGKAP,23675,17357,6318,3757,10075,2021-06-21
3175041006,JAKARTA TIMUR,KRAMAT JATI,CILILITAN,35164,26525,8639,5136,13775,2021-06-21
3172041001,JAKARTA UTARA,CILINCING,CILINCING,37003,29449,7554,3857,11411,2021-06-21
3175101001,JAKARTA TIMUR,CIPAYUNG,CIPAYUNG,22697,15925,6772,4151,10923,2021-06-21
3174091006,JAKARTA SELATAN,JAGAKARSA,CIPEDAK,32800,24356,8444,4723,13167,2021-06-21
3174061005,JAKARTA SELATAN,CILANDAK,CIPETE SELATAN,23463,16998,6465,3745,10210,2021-06-21
3174071010,JAKARTA SELATAN,KEBAYORAN BARU,CIPETE UTARA,29771,20330,9441,4034,13475,2021-06-21
3175021003,JAKARTA TIMUR,PULO GADUNG,CIPINANG,34608,24927,9681,5892,15573,2021-06-21
3175031007,JAKARTA TIMUR,JATINEGARA,CIPINANG BESAR SELATAN,30655,24139,6516,3819,10335,2021-06-21
3175031008,JAKARTA TIMUR,JATINEGARA,CIPINANG BESAR UTARA,38827,31788,7039,4125,11164,2021-06-21
3175031005,JAKARTA TIMUR,JATINEGARA,CIPINANG CEMPEDAK,29154,21577,7577,4632,12209,2021-06-21
3175081005,JAKARTA TIMUR,MAKASAR,CIPINANG MELAYU,37098,26794,10304,6294,16598,2021-06-21
3175031006,JAKARTA TIMUR,JATINEGARA,CIPINANG MUARA,46861,35962,10899,7174,18073,2021-06-21
3174051003,JAKARTA SELATAN,KEBAYORAN LAMA,CIPULIR,34708,26777,7931,4697,12628,2021-06-21
3175091001,JAKARTA TIMUR,CIRACAS,CIRACAS,55965,40628,15337,8255,23592,2021-06-21
3175041003,JAKARTA TIMUR,KRAMAT JATI,DUKUH,21239,16138,5101,3417,8518,2021-06-21
3175071001,JAKARTA TIMUR,DUREN SAWIT,DUREN SAWIT,53078,39206,13872,9053,22925,2021-06-21
3174081004,JAKARTA SELATAN,PANCORAN,DUREN TIGA,24673,18406,6267,3762,10029,2021-06-21
3173051005,JAKARTA BARAT,KEBON JERUK,DURI KEPA,52942,35954,16988,9806,26794,2021-06-21
3173011002,JAKARTA BARAT,CENGKARENG,DURI KOSAMBI,66093,48364,17729,8072,25801,2021-06-21
3171011006,JAKARTA PUSAT,GAMBIR,DURI PULO,17787,13349,4438,2353,6791,2021-06-21
3173041011,JAKARTA BARAT,TAMBORA,DURI SELATAN,12528,8581,3947,2337,6284,2021-06-21
3173041003,JAKARTA BARAT,TAMBORA,DURI UTARA,17380,12690,4690,2614,7304,2021-06-21
3171081003,JAKARTA PUSAT,JOHAR BARU,GALUR,15811,10816,4995,1943,6938,2021-06-21
3171011001,JAKARTA PUSAT,GAMBIR,GAMBIR,2232,1363,869,571,1440,2021-06-21
3174061004,JAKARTA SELATAN,CILANDAK,GANDARIA SELATAN,19394,13729,5665,2802,8467,2021-06-21
3174071009,JAKARTA SELATAN,KEBAYORAN BARU,GANDARIA UTARA,35026,25042,9984,5289,15273,2021-06-21
3175051001,JAKARTA TIMUR,PASAR REBO,GEDONG,31013,22795,8218,5193,13411,2021-06-21
3171071001,JAKARTA PUSAT,TANAH ABANG,GELORA,2753,1918,835,558,1393,2021-06-21
3173031007,JAKARTA BARAT,TAMAN SARI,GLODOK,7192,4189,3003,1956,4959,2021-06-21
3171061004,JAKARTA PUSAT,MENTENG,GONDANGDIA,3760,2096,1664,1266,2930,2021-06-21
3173021001,JAKARTA BARAT,GROGOL PETAMBURAN,GROGOL,15067,10727,4340,2565,6905,2021-06-21
3174051005,JAKARTA SELATAN,KEBAYORAN LAMA,GROGOL SELATAN,38688,28829,9859,5389,15248,2021-06-21
3174051004,JAKARTA SELATAN,KEBAYORAN LAMA,GROGOL UTARA,37234,28240,8994,5739,14733,2021-06-21
3174021007,JAKARTA SELATAN,SETIA BUDI,GUNTUR,3590,2180,1410,968,2378,2021-06-21
3174071002,JAKARTA SELATAN,KEBAYORAN BARU,GUNUNG,8309,5454,2855,2002,4857,2021-06-21
3171031005,JAKARTA PUSAT,KEMAYORAN,GUNUNG SAHARI SELATAN,17256,12491,4765,2765,7530,2021-06-21
3171021004,JAKARTA PUSAT,SAWAH BESAR,GUNUNG SAHARI UTARA,13937,8154,5783,3325,9108,2021-06-21
3175081004,JAKARTA TIMUR,MAKASAR,HALIM PERDANA KUSUMAH,24426,13152,11274,8259,19533,2021-06-21
3171031003,JAKARTA PUSAT,KEMAYORAN,HARAPAN MULIA,19987,15000,4987,2653,7640,2021-06-21
3174091001,JAKARTA SELATAN,JAGAKARSA,JAGAKARSA,53714,38911,14803,8354,23157,2021-06-21
3175021007,JAKARTA TIMUR,PULO GADUNG,JATI,28870,20316,8554,5491,14045,2021-06-21
3174041002,JAKARTA SELATAN,PASAR MINGGU,JATI PADANG,32857,23682,9175,5779,14954,2021-06-21
3173071004,JAKARTA BARAT,PALMERAH,JATI PULO,24508,15824,8684,3595,12279,2021-06-21
3175061001,JAKARTA TIMUR,CAKUNG,JATINEGARA,72652,58889,13763,6482,20245,2021-06-21
3175021004,JAKARTA TIMUR,PULO GADUNG,JATINEGARA KAUM,21313,16253,5060,2864,7924,2021-06-21
3173021004,JAKARTA BARAT,GROGOL PETAMBURAN,JELAMBAR,26984,18383,8601,5383,13984,2021-06-21
3173021006,JAKARTA BARAT,GROGOL PETAMBURAN,JELAMBAR BARU,33734,23943,9791,5978,15769,2021-06-21
3173041006,JAKARTA BARAT,TAMBORA,JEMBATAN BESI,25735,21059,4676,2392,7068,2021-06-21
3173041008,JAKARTA BARAT,TAMBORA,JEMBATAN LIMA,18241,14337,3904,2232,6136,2021-06-21
3173081005,JAKARTA BARAT,KEMBANGAN,JOGLO,35285,25500,9785,5852,15637,2021-06-21
3171081001,JAKARTA PUSAT,JOHAR BARU,JOHAR BARU,28311,17693,10618,5268,15886,2021-06-21
3173041002,JAKARTA BARAT,TAMBORA,KALI ANYAR,20624,16319,4305,2212,6517,2021-06-21
3172041004,JAKARTA UTARA,CILINCING,KALIBARU,57771,47823,9948,4259,14207,2021-06-21
3174081002,JAKARTA SELATAN,PANCORAN,KALIBATA,36451,27895,8556,4856,13412,2021-06-21
3173061001,JAKARTA BARAT,KALI DERES,KALIDERES,60209,45088,15121,7456,22577,2021-06-21
3175051004,JAKARTA TIMUR,PASAR REBO,KALISARI,37255,26578,10677,6650,17327,2021-06-21
3173061004,JAKARTA BARAT,KALI DERES,KAMAL,46035,37300,8735,3621,12356,2021-06-21
3172011002,JAKARTA UTARA,PENJARINGAN,KAMAL MUARA,11039,7151,3888,2482,6370,2021-06-21
3171071007,JAKARTA PUSAT,TANAH ABANG,KAMPUNG BALI,10113,7758,2355,1489,3844,2021-06-21
3175031001,JAKARTA TIMUR,JATINEGARA,KAMPUNG MELAYU,22293,17909,4384,2205,6589,2021-06-21
3171081002,JAKARTA PUSAT,JOHAR BARU,KAMPUNG RAWA,15550,9052,6498,2520,9018,2021-06-21
3175041002,JAKARTA TIMUR,KRAMAT JATI,KAMPUNG TENGAH,38048,29469,8579,5142,13721,2021-06-21
3173011005,JAKARTA BARAT,CENGKARENG,KAPUK,104630,81240,23390,9360,32750,2021-06-21
3172011003,JAKARTA UTARA,PENJARINGAN,KAPUK MUARA,31275,21200,10075,6562,16637,2021-06-21
3171021002,JAKARTA PUSAT,SAWAH BESAR,KARANG ANYAR,23056,16682,6374,3367,9741,2021-06-21
3174021004,JAKARTA SELATAN,SETIA BUDI,KARET,8542,5761,2781,1414,4195,2021-06-21
3174021003,JAKARTA SELATAN,SETIA BUDI,KARET KUNINGAN,14166,9581,4585,2285,6870,2021-06-21
3174021002,JAKARTA SELATAN,SETIA BUDI,KARET SEMANGGI,2469,1478,991,589,1580,2021-06-21
3171071003,JAKARTA PUSAT,TANAH ABANG,KARET TENGSIN,16695,12635,4060,2169,6229,2021-06-21
3171021003,JAKARTA PUSAT,SAWAH BESAR,KARTINI,19916,13830,6086,3408,9494,2021-06-21
3175011003,JAKARTA TIMUR,MATRAMAN,KAYU MANIS,22174,16820,5354,2950,8304,2021-06-21
3175021006,JAKARTA TIMUR,PULO GADUNG,KAYU PUTIH,35916,25027,10889,6915,17804,2021-06-21
3173031006,JAKARTA BARAT,TAMAN SARI,KEAGUNGAN,15262,11251,4011,1969,5980,2021-06-21
3174041007,JAKARTA SELATAN,PASAR MINGGU,KEBAGUSAN,38396,29155,9241,5083,14324,2021-06-21
3174051006,JAKARTA SELATAN,KEBAYORAN LAMA,KEBAYORAN LAMA SELATAN,35920,24892,11028,5695,16723,2021-06-21
3174051001,JAKARTA SELATAN,KEBAYORAN LAMA,KEBAYORAN LAMA UTARA,37004,27712,9292,5160,14452,2021-06-21
3174011004,JAKARTA SELATAN,TEBET,KEBON BARU,30533,21833,8700,5040,13740,2021-06-21
3172021005,JAKARTA UTARA,TANJUNG PRIOK,KEBON BAWANG,44427,32593,11834,6817,18651,2021-06-21
3173051001,JAKARTA BARAT,KEBON JERUK,KEBON JERUK,46870,35855,11015,6690,17705,2021-06-21
3171071006,JAKARTA PUSAT,TANAH ABANG,KEBON KACANG,19075,14930,4145,2588,6733,2021-06-21
3171011005,JAKARTA PUSAT,GAMBIR,KEBON KELAPA,9383,6829,2554,1644,4198,2021-06-21
3171031002,JAKARTA PUSAT,KEMAYORAN,KEBON KOSONG,26178,19416,6762,3415,10177,2021-06-21
3175011005,JAKARTA TIMUR,MATRAMAN,KEBON MANGGIS,14644,10339,4305,2718,7023,2021-06-21
3171071005,JAKARTA PUSAT,TANAH ABANG,KEBON MELATI,27297,22190,5107,2824,7931,2021-06-21
3175081003,JAKARTA TIMUR,MAKASAR,KEBON PALA,40723,30453,10270,6046,16316,2021-06-21
3171061005,JAKARTA PUSAT,MENTENG,KEBON SIRIH,10880,8408,2472,1526,3998,2021-06-21
3173011004,JAKARTA BARAT,CENGKARENG,KEDAUNG KALI ANGKE,28123,18175,9948,3177,13125,2021-06-21
3173051007,JAKARTA BARAT,KEBON JERUK,KEDOYA SELATAN,28300,20174,8126,4530,12656,2021-06-21
3173051006,JAKARTA BARAT,KEBON JERUK,KEDOYA UTARA,38771,25210,13561,6861,20422,2021-06-21
3173051004,JAKARTA BARAT,KEBON JERUK,KELAPA DUA,20509,14923,5586,3070,8656,2021-06-21
3175091003,JAKARTA TIMUR,CIRACAS,KELAPA DUA WETAN,40776,29053,11723,7049,18772,2021-06-21
3172061003,JAKARTA UTARA,KELAPA GADING,KELAPA GADING BARAT,31544,18723,12821,8584,21405,2021-06-21
3172061001,JAKARTA UTARA,KELAPA GADING,KELAPA GADING TIMUR,30470,16981,13489,8964,22453,2021-06-21
3173071005,JAKARTA BARAT,PALMERAH,KEMANGGISAN,28159,19720,8439,5092,13531,2021-06-21
3171031001,JAKARTA PUSAT,KEMAYORAN,KEMAYORAN,18556,13138,5418,2766,8184,2021-06-21
3173081006,JAKARTA BARAT,KEMBANGAN,KEMBANGAN SELATAN,24028,16208,7820,4927,12747,2021-06-21
3173081001,JAKARTA BARAT,KEMBANGAN,KEMBANGAN UTARA,45663,31611,14052,6470,20522,2021-06-21
3171041002,JAKARTA PUSAT,SENEN,KENARI,8328,5168,3160,1712,4872,2021-06-21
3173041005,JAKARTA BARAT,TAMBORA,KERENDANG,17494,13379,4115,2198,6313,2021-06-21
3175071003,JAKARTA TIMUR,DUREN SAWIT,KLENDER,60420,46798,13622,7216,20838,2021-06-21
3172031001,JAKARTA UTARA,KOJA,KOJA,24600,19137,5463,2696,8159,2021-06-21
3173071006,JAKARTA BARAT,PALMERAH,KOTA BAMBU SELATAN,18287,13602,4685,2206,6891,2021-06-21
3173071003,JAKARTA BARAT,PALMERAH,KOTA BAMBU UTARA,21312,16111,5201,2743,7944,2021-06-21
3171041004,JAKARTA PUSAT,SENEN,KRAMAT,25258,19714,5544,2932,8476,2021-06-21
3175041001,JAKARTA TIMUR,KRAMAT JATI,KRAMAT JATI,29922,21551,8371,4834,13205,2021-06-21
3174071003,JAKARTA SELATAN,KEBAYORAN BARU,KRAMAT PELA,12737,8191,4546,2340,6886,2021-06-21
3173031002,JAKARTA BARAT,TAMAN SARI,KRUKUT,17023,12249,4774,2245,7019,2021-06-21
3174031005,JAKARTA SELATAN,MAMPANG PRAPATAN,KUNINGAN BARAT,11229,7845,3384,1528,4912,2021-06-21
3174021008,JAKARTA SELATAN,SETIA BUDI,KUNINGAN TIMUR,5331,3609,1722,1031,2753,2021-06-21
3171041005,JAKARTA PUSAT,SENEN,KWITANG,13487,9466,4021,2047,6068,2021-06-21
3172031003,JAKARTA UTARA,KOJA,LAGOA,51431,40457,10974,5557,16531,2021-06-21
3174061002,JAKARTA SELATAN,CILANDAK,LEBAK BULUS,32738,23762,8976,5749,14725,2021-06-21
3174091004,JAKARTA SELATAN,JAGAKARSA,LENTENG AGUNG,46600,36276,10324,6040,16364,2021-06-21
3175101007,JAKARTA TIMUR,CIPAYUNG,LUBANG BUAYA,55114,42342,12772,8225,20997,2021-06-21
3175081001,JAKARTA TIMUR,MAKASAR,MAKASAR,30013,21912,8101,4865,12966,2021-06-21
3175071006,JAKARTA TIMUR,DUREN SAWIT,MALAKA JAYA,26798,19053,7745,5372,13117,2021-06-21
3175071005,JAKARTA TIMUR,DUREN SAWIT,MALAKA SARI,23691,15869,7822,5313,13135,2021-06-21
3174031001,JAKARTA SELATAN,MAMPANG PRAPATAN,MAMPANG PRAPATAN,15885,12302,3583,2022,5605,2021-06-21
3173031005,JAKARTA BARAT,TAMAN SARI,MANGGA BESAR,6690,4164,2526,1431,3957,2021-06-21
3171021005,JAKARTA PUSAT,SAWAH BESAR,MANGGA DUA SELATAN,24940,17940,7000,3795,10795,2021-06-21
3174011007,JAKARTA SELATAN,TEBET,MANGGARAI,24972,18352,6620,3505,10125,2021-06-21
3174011006,JAKARTA SELATAN,TEBET,MANGGARAI SELATAN,20274,14333,5941,3162,9103,2021-06-21
3173031003,JAKARTA BARAT,TAMAN SARI,MAPHAR,14671,9960,4711,2533,7244,2021-06-21
3172041003,JAKARTA UTARA,CILINCING,MARUNDA,24385,17123,7262,2542,9804,2021-06-21
3174071001,JAKARTA SELATAN,KEBAYORAN BARU,MELAWAI,2386,1303,1083,810,1893,2021-06-21
3171061001,JAKARTA PUSAT,MENTENG,MENTENG,22450,17108,5342,3451,8793,2021-06-21
3174021005,JAKARTA SELATAN,SETIA BUDI,MENTENG ATAS,24369,16807,7562,3950,11512,2021-06-21
3174011003,JAKARTA SELATAN,TEBET,MENTENG DALAM,31623,23267,8356,5067,13423,2021-06-21
3173081003,JAKARTA BARAT,KEMBANGAN,MERUYA SELATAN,27261,19371,7890,4268,12158,2021-06-21
3173081002,JAKARTA BARAT,KEMBANGAN,MERUYA UTARA,38525,27428,11097,6804,17901,2021-06-21
3175101004,JAKARTA TIMUR,CIPAYUNG,MUNJUL,20582,15063,5519,3522,9041,2021-06-21
3172051002,JAKARTA UTARA,PADEMANGAN,PADEMANGAN BARAT,64756,49545,15211,7697,22908,2021-06-21
3172051001,JAKARTA UTARA,PADEMANGAN,PADEMANGAN TIMUR,32689,20219,12470,6804,19274,2021-06-21
3175011004,JAKARTA TIMUR,MATRAMAN,PAL MERIAM,17550,12790,4760,2671,7431,2021-06-21
3173071001,JAKARTA BARAT,PALMERAH,PALMERAH,54706,40314,14392,7862,22254,2021-06-21
3174081001,JAKARTA SELATAN,PANCORAN,PANCORAN,16983,12760,4223,2576,6799,2021-06-21
3172021003,JAKARTA UTARA,TANJUNG PRIOK,PAPANGGO,33902,25172,8730,4595,13325,2021-06-21
3171021001,JAKARTA PUSAT,SAWAH BESAR,PASAR BARU,11656,6810,4846,2865,7711,2021-06-21
3174021006,JAKARTA SELATAN,SETIA BUDI,PASAR MANGGIS,23415,16940,6475,3495,9970,2021-06-21
3174041001,JAKARTA SELATAN,PASAR MINGGU,PASAR MINGGU,21700,14916,6784,4473,11257,2021-06-21
3171041003,JAKARTA PUSAT,SENEN,PASEBAN,20652,14612,6040,3254,9294,2021-06-21
3173061005,JAKARTA BARAT,KALI DERES,PEGADUNGAN,65248,48785,16463,8949,25412,2021-06-21
3171061002,JAKARTA PUSAT,MENTENG,PEGANGSAAN,18427,13026,5401,2885,8286,2021-06-21
3172061002,JAKARTA UTARA,KELAPA GADING,PEGANGSAAN DUA,44451,26341,18110,10288,28398,2021-06-21
3172011004,JAKARTA UTARA,PENJARINGAN,PEJAGALAN,66008,47961,18047,10738,28785,2021-06-21
3174041006,JAKARTA SELATAN,PASAR MINGGU,PEJATEN BARAT,30591,21332,9259,5448,14707,2021-06-21
3174041005,JAKARTA SELATAN,PASAR MINGGU,PEJATEN TIMUR,50150,38870,11280,5920,17200,2021-06-21
3175051005,JAKARTA TIMUR,PASAR REBO,PEKAYON,37440,27041,10399,5941,16340,2021-06-21
3173041009,JAKARTA BARAT,TAMBORA,PEKOJAN,20921,15035,5886,3369,9255,2021-06-21
3174031003,JAKARTA SELATAN,MAMPANG PRAPATAN,PELA MAMPANG,37784,27880,9904,5510,15414,2021-06-21
3174081005,JAKARTA SELATAN,PANCORAN,PENGADEGAN,18685,12806,5879,3247,9126,2021-06-21
3175061003,JAKARTA TIMUR,CAKUNG,PENGGILINGAN,84511,66673,17838,9137,26975,2021-06-21
3172011001,JAKARTA UTARA,PENJARINGAN,PENJARINGAN,75505,57226,18279,7719,25998,2021-06-21
3174101001,JAKARTA SELATAN,PESANGGRAHAN,PESANGGRAHAN,23733,15398,8335,4814,13149,2021-06-21
3171071004,JAKARTA PUSAT,TANAH ABANG,PETAMBURAN,28974,23617,5357,2876,8233,2021-06-21
3174071008,JAKARTA SELATAN,KEBAYORAN BARU,PETOGOGAN,10203,7123,3080,1813,4893,2021-06-21
3171011004,JAKARTA PUSAT,GAMBIR,PETOJO SELATAN,13506,9233,4273,2925,7198,2021-06-21
3171011003,JAKARTA PUSAT,GAMBIR,PETOJO UTARA,16084,11553,4531,2669,7200,2021-06-21
3174101004,JAKARTA SELATAN,PESANGGRAHAN,PETUKANGAN SELATAN,32229,22759,9470,4841,14311,2021-06-21
3174101003,JAKARTA SELATAN,PESANGGRAHAN,PETUKANGAN UTARA,46427,34394,12033,6606,18639,2021-06-21
3175081002,JAKARTA TIMUR,MAKASAR,PINANG RANTI,23465,17189,6276,3374,9650,2021-06-21
3173031008,JAKARTA BARAT,TAMAN SARI,PINANGSIA,9405,6244,3161,1609,4770,2021-06-21
3175011001,JAKARTA TIMUR,MATRAMAN,PISANGAN BARU,27793,21377,6416,3746,10162,2021-06-21
3175021002,JAKARTA TIMUR,PULO GADUNG,PISANGAN TIMUR,35717,25692,10025,5488,15513,2021-06-21
3172011005,JAKARTA UTARA,PENJARINGAN,PLUIT,42979,26278,16701,12162,28863,2021-06-21
3175071002,JAKARTA TIMUR,DUREN SAWIT,PONDOK BAMBU,53658,38573,15085,8663,23748,2021-06-21
3175071004,JAKARTA TIMUR,DUREN SAWIT,PONDOK KELAPA,62704,46280,16424,10750,27174,2021-06-21
3175071007,JAKARTA TIMUR,DUREN SAWIT,PONDOK KOPI,30741,23309,7432,4247,11679,2021-06-21
3174061003,JAKARTA SELATAN,CILANDAK,PONDOK LABU,39778,28840,10938,6724,17662,2021-06-21
3174051002,JAKARTA SELATAN,KEBAYORAN LAMA,PONDOK PINANG,49276,35613,13663,9177,22840,2021-06-21
3175101003,JAKARTA TIMUR,CIPAYUNG,PONDOK RANGGON,21791,16356,5435,3705,9140,2021-06-21
3101011003,KAB.ADM.KEP.SERIBU,KEP. SERIBU UTARA,PULAU HARAPAN,1785,933,852,625,1477,2021-06-21
3101011002,KAB.ADM.KEP.SERIBU,KEP. SERIBU UTARA,PULAU KELAPA,4729,2755,1974,1037,3011,2021-06-21
3101011001,KAB.ADM.KEP.SERIBU,KEP. SERIBU UTARA,PULAU PANGGANG,4667,2360,2307,1087,3394,2021-06-21
3101021003,KAB.ADM.KEP.SERIBU,KEP. SERIBU SELATAN,PULAU PARI,2370,1127,1243,600,1843,2021-06-21
3101021002,KAB.ADM.KEP.SERIBU,KEP. SERIBU SELATAN,PULAU TIDUNG,3922,2126,1796,1072,2868,2021-06-21
3101021001,KAB.ADM.KEP.SERIBU,KEP. SERIBU SELATAN,PULAU UNTUNG JAWA,1665,855,810,553,1363,2021-06-21
3174071007,JAKARTA SELATAN,KEBAYORAN BARU,PULO,5184,3270,1914,1321,3235,2021-06-21
3175021001,JAKARTA TIMUR,PULO GADUNG,PULO GADUNG,30292,22633,7659,4546,12205,2021-06-21
3175061005,JAKARTA TIMUR,CAKUNG,PULO GEBANG,83832,64651,19181,10395,29576,2021-06-21
3174041004,JAKARTA SELATAN,PASAR MINGGU,RAGUNAN,34536,23983,10553,5688,16241,2021-06-21
3175091005,JAKARTA TIMUR,CIRACAS,RAMBUTAN,31759,24933,6826,4182,11008,2021-06-21
3172031006,JAKARTA UTARA,KOJA,RAWA BADAK SELATAN,36403,29097,7306,3859,11165,2021-06-21
3172031004,JAKARTA UTARA,KOJA,RAWA BADAK UTARA,29198,21419,7779,3763,11542,2021-06-21
3174071005,JAKARTA SELATAN,KEBAYORAN BARU,RAWA BARAT,5029,3175,1854,1305,3159,2021-06-21
3173011003,JAKARTA BARAT,CENGKARENG,RAWA BUAYA,51752,36378,15374,5902,21276,2021-06-21
3175031004,JAKARTA TIMUR,JATINEGARA,RAWA BUNGA,18617,14358,4259,2441,6700,2021-06-21
